newindex,BaseDateTime,coordinate,envelope
106,2017-04-05T15:14:44,POINT (-80.04272240546578 25.71958454635765),"POLYGON ((-80.06272240546578 25.69958454635765, -80.02272240546579 25.69958454635765, -80.02272240546579 25.73958454635765, -80.06272240546578 25.73958454635765, -80.06272240546578 25.69958454635765))"
107,2017-04-05T15:14:38,POINT (-80.04999481253435 26.06690879807469),"POLYGON ((-80.06999481253435 26.04690879807469, -80.02999481253435 26.04690879807469, -80.02999481253435 26.08690879807468, -80.06999481253435 26.08690879807468, -80.06999481253435 26.04690879807469))"
108,2017-04-05T15:14:39,POINT (-80.04133444913094 25.78138488791479),"POLYGON ((-80.06133444913094 25.76138488791479, -80.02133444913095 25.76138488791479, -80.02133444913095 25.80138488791479, -80.06133444913094 25.80138488791479, -80.06133444913094 25.76138488791479))"
109,2017-04-19T22:49:06,POINT (-80.01331547374434 26.6384606252229),"POLYGON ((-80.03331547374434 26.6184606252229, -79.99331547374435 26.6184606252229, -79.99331547374435 26.6584606252229, -80.03331547374434 26.6584606252229, -80.03331547374434 26.6184606252229))"
110,2017-04-19T22:48:37,POINT (-79.97641701798457 26.70650971264504),"POLYGON ((-79.99641701798457 26.68650971264504, -79.95641701798458 26.68650971264504, -79.95641701798458 26.72650971264504, -79.99641701798457 26.72650971264504, -79.99641701798457 26.68650971264504))"
111,2017-04-26T20:05:37,POINT (-79.9915858510267 26.34008866884067),"POLYGON ((-80.01158585102669 26.32008866884067, -79.9715858510267 26.32008866884067, -79.9715858510267 26.36008866884067, -80.01158585102669 26.36008866884067, -80.01158585102669 26.32008866884067))"
112,2017-04-26T19:55:09,POINT (-79.98285206720041 26.56010492789414),"POLYGON ((-80.00285206720041 26.54010492789414, -79.96285206720042 26.54010492789414, -79.96285206720042 26.58010492789414, -80.00285206720041 26.58010492789414, -80.00285206720041 26.54010492789414))"
113,2017-04-26T19:55:22,POINT (-79.98865477696205 26.44693634692025),"POLYGON ((-80.00865477696205 26.42693634692025, -79.96865477696205 26.42693634692025, -79.96865477696205 26.46693634692025, -80.00865477696205 26.46693634692025, -80.00865477696205 26.42693634692025))"
114,2017-04-26T19:56:38,POINT (-79.9847880266902 26.57281462633934),"POLYGON ((-80.00478802669019 26.55281462633934, -79.9647880266902 26.55281462633934, -79.9647880266902 26.59281462633934, -80.00478802669019 26.59281462633934, -80.00478802669019 26.55281462633934))"
115,2017-04-29T15:15:44,POINT (-80.06998125021165 26.17320515006544),"POLYGON ((-80.08998125021165 26.15320515006544, -80.04998125021166 26.15320515006544, -80.04998125021166 26.19320515006543, -80.08998125021165 26.19320515006543, -80.08998125021165 26.15320515006544))"
116,2017-04-29T15:14:29,POINT (-80.03293456844617 26.09069725547834),"POLYGON ((-80.05293456844616 26.07069725547834, -80.01293456844617 26.07069725547834, -80.01293456844617 26.11069725547834, -80.05293456844616 26.11069725547834, -80.05293456844616 26.07069725547834))"
117,2017-04-29T15:15:58,POINT (-80.03614420778358 26.12387662920938),"POLYGON ((-80.05614420778357 26.10387662920938, -80.01614420778358 26.10387662920938, -80.01614420778358 26.14387662920938, -80.05614420778357 26.14387662920938, -80.05614420778357 26.10387662920938))"
118,2017-04-25T20:19:09,POINT (-80.06775374951346 26.27065046845853),"POLYGON ((-80.08775374951345 26.25065046845853, -80.04775374951346 26.25065046845853, -80.04775374951346 26.29065046845853, -80.08775374951345 26.29065046845853, -80.08775374951345 26.25065046845853))"
119,2017-04-26T20:06:41,POINT (-80.06991586647594 26.2750777022434),"POLYGON ((-80.08991586647593 26.2550777022434, -80.04991586647594 26.2550777022434, -80.04991586647594 26.2950777022434, -80.08991586647593 26.2950777022434, -80.08991586647593 26.2550777022434))"
120,2017-04-26T20:06:41,POINT (-80.02412928627517 26.27411723042584),"POLYGON ((-80.04412928627517 26.25411723042584, -80.00412928627517 26.25411723042584, -80.00412928627517 26.29411723042584, -80.04412928627517 26.29411723042584, -80.04412928627517 26.25411723042584))"
121,2017-04-19T22:49:06,POINT (-79.90949378954414 26.67012291435487),"POLYGON ((-79.92949378954414 26.65012291435487, -79.88949378954415 26.65012291435487, -79.88949378954415 26.69012291435487, -79.92949378954414 26.69012291435487, -79.92949378954414 26.65012291435487))"
122,2017-04-26T19:55:22,POINT (-79.97760494362173 26.43961856744441),"POLYGON ((-79.99760494362172 26.41961856744441, -79.95760494362173 26.41961856744441, -79.95760494362173 26.45961856744441, -79.99760494362172 26.45961856744441, -79.99760494362172 26.41961856744441))"
123,2017-05-01T15:13:38,POINT (-80.02175342608676 26.13684946920917),"POLYGON ((-80.04175342608676 26.11684946920917, -80.00175342608676 26.11684946920917, -80.00175342608676 26.15684946920917, -80.04175342608676 26.15684946920917, -80.04175342608676 26.11684946920917))"
124,2017-05-01T15:14:47,POINT (-80.06986699723234 26.14047914671125),"POLYGON ((-80.08986699723233 26.12047914671125, -80.04986699723234 26.12047914671125, -80.04986699723234 26.16047914671125, -80.08986699723233 26.16047914671125, -80.08986699723233 26.12047914671125))"
125,2017-05-01T15:13:13,POINT (-80.05116159876411 26.37184126739125),"POLYGON ((-80.07116159876411 26.35184126739125, -80.03116159876411 26.35184126739125, -80.03116159876411 26.39184126739125, -80.07116159876411 26.39184126739125, -80.07116159876411 26.35184126739125))"
126,2017-05-01T15:13:16,POINT (-80.06746351757756 26.14524691280224),"POLYGON ((-80.08746351757756 26.12524691280224, -80.04746351757757 26.12524691280224, -80.04746351757757 26.16524691280224, -80.08746351757756 26.16524691280224, -80.08746351757756 26.12524691280224))"
127,2017-05-01T15:14:45,POINT (-80.09065701099459 26.03661099603134),"POLYGON ((-80.11065701099459 26.01661099603134, -80.07065701099459 26.01661099603134, -80.07065701099459 26.05661099603134, -80.11065701099459 26.05661099603134, -80.11065701099459 26.01661099603134))"
128,2017-05-01T15:14:50,POINT (-80.06061970741429 26.02942591086002),"POLYGON ((-80.08061970741429 26.00942591086002, -80.04061970741429 26.00942591086002, -80.04061970741429 26.04942591086002, -80.08061970741429 26.04942591086002, -80.08061970741429 26.00942591086002))"
129,2017-05-01T15:13:44,POINT (-80.07084888295245 26.15107319833682),"POLYGON ((-80.09084888295244 26.13107319833682, -80.05084888295245 26.13107319833682, -80.05084888295245 26.17107319833682, -80.09084888295244 26.17107319833682, -80.09084888295244 26.13107319833682))"
130,2017-05-01T15:14:23,POINT (-80.04021986322827 26.37530550829022),"POLYGON ((-80.06021986322827 26.35530550829022, -80.02021986322828 26.35530550829022, -80.02021986322828 26.39530550829022, -80.06021986322827 26.39530550829022, -80.06021986322827 26.35530550829022))"
131,2017-05-01T15:13:39,POINT (-79.9771358206479 26.1325898044967),"POLYGON ((-79.9971358206479 26.1125898044967, -79.95713582064791 26.1125898044967, -79.95713582064791 26.1525898044967, -79.9971358206479 26.1525898044967, -79.9971358206479 26.1125898044967))"
132,2017-05-01T15:14:03,POINT (-79.90685129983171 26.1285222359269),"POLYGON ((-79.92685129983171 26.10852223592691, -79.88685129983172 26.10852223592691, -79.88685129983172 26.1485222359269, -79.92685129983171 26.1485222359269, -79.92685129983171 26.10852223592691))"
133,2017-05-02T15:07:56,POINT (-80.06389518870054 26.32524242950117),"POLYGON ((-80.08389518870054 26.30524242950117, -80.04389518870055 26.30524242950117, -80.04389518870055 26.34524242950117, -80.08389518870054 26.34524242950117, -80.08389518870054 26.30524242950117))"
134,2017-05-02T15:08:04,POINT (-79.95661093363476 26.12556678492823),"POLYGON ((-79.97661093363476 26.10556678492823, -79.93661093363477 26.10556678492823, -79.93661093363477 26.14556678492823, -79.97661093363476 26.14556678492823, -79.97661093363476 26.10556678492823))"
135,2017-05-02T15:07:15,POINT (-80.05294618791073 25.73848832105012),"POLYGON ((-80.07294618791073 25.71848832105012, -80.03294618791074 25.71848832105012, -80.03294618791074 25.75848832105012, -80.07294618791073 25.75848832105012, -80.07294618791073 25.71848832105012))"
136,2017-05-02T15:07:55,POINT (-79.90523342663337 26.50569674231973),"POLYGON ((-79.92523342663337 26.48569674231973, -79.88523342663338 26.48569674231973, -79.88523342663338 26.52569674231973, -79.92523342663337 26.52569674231973, -79.92523342663337 26.48569674231973))"
137,2017-05-02T15:07:39,POINT (-80.04806800279827 26.31159056888202),"POLYGON ((-80.06806800279827 26.29159056888202, -80.02806800279828 26.29159056888202, -80.02806800279828 26.33159056888202, -80.06806800279827 26.33159056888202, -80.06806800279827 26.29159056888202))"
138,2017-05-02T15:08:16,POINT (-80.04030798205268 25.81592287342055),"POLYGON ((-80.06030798205268 25.79592287342055, -80.02030798205269 25.79592287342055, -80.02030798205269 25.83592287342055, -80.06030798205268 25.83592287342055, -80.06030798205268 25.79592287342055))"
139,2017-05-02T15:07:49,POINT (-79.97920812332225 25.98377731671195),"POLYGON ((-79.99920812332225 25.96377731671195, -79.95920812332226 25.96377731671195, -79.95920812332226 26.00377731671195, -79.99920812332225 26.00377731671195, -79.99920812332225 25.96377731671195))"
140,2017-05-02T15:08:58,POINT (-80.0468035166104 25.99042095240739),"POLYGON ((-80.06680351661039 25.97042095240739, -80.0268035166104 25.97042095240739, -80.0268035166104 26.01042095240739, -80.06680351661039 26.01042095240739, -80.06680351661039 25.97042095240739))"
141,2017-05-02T15:07:02,POINT (-80.02480388548815 26.19111342121168),"POLYGON ((-80.04480388548815 26.17111342121168, -80.00480388548816 26.17111342121168, -80.00480388548816 26.21111342121168, -80.04480388548815 26.21111342121168, -80.04480388548815 26.17111342121168))"
142,2017-05-02T15:07:10,POINT (-80.01751737513754 26.15188104167079),"POLYGON ((-80.03751737513754 26.13188104167079, -79.99751737513755 26.13188104167079, -79.99751737513755 26.17188104167079, -80.03751737513754 26.17188104167079, -80.03751737513754 26.13188104167079))"
143,2017-05-02T15:08:20,POINT (-80.08690950492826 26.05952949964967),"POLYGON ((-80.10690950492825 26.03952949964967, -80.06690950492826 26.03952949964967, -80.06690950492826 26.07952949964967, -80.10690950492825 26.07952949964967, -80.10690950492825 26.03952949964967))"
144,2017-05-02T15:07:51,POINT (-80.066396171992 25.75423504287905),"POLYGON ((-80.08639617199199 25.73423504287905, -80.046396171992 25.73423504287905, -80.046396171992 25.77423504287905, -80.08639617199199 25.77423504287905, -80.08639617199199 25.73423504287905))"
145,2017-05-02T15:07:37,POINT (-80.01911689409349 26.06677436805558),"POLYGON ((-80.03911689409348 26.04677436805558, -79.99911689409349 26.04677436805558, -79.99911689409349 26.08677436805558, -80.03911689409348 26.08677436805558, -80.03911689409348 26.04677436805558))"
146,2017-05-02T15:07:03,POINT (-79.96654062520447 26.12380084644523),"POLYGON ((-79.98654062520447 26.10380084644524, -79.94654062520448 26.10380084644524, -79.94654062520448 26.14380084644523, -79.98654062520447 26.14380084644523, -79.98654062520447 26.10380084644524))"
147,2017-05-02T15:07:47,POINT (-80.0585142442329 26.05313266820255),"POLYGON ((-80.07851424423289 26.03313266820255, -80.0385142442329 26.03313266820255, -80.0385142442329 26.07313266820255, -80.07851424423289 26.07313266820255, -80.07851424423289 26.03313266820255))"
148,2017-05-11T14:47:06,POINT (-79.95742151696746 26.71081147050625),"POLYGON ((-79.97742151696745 26.69081147050625, -79.93742151696746 26.69081147050625, -79.93742151696746 26.73081147050625, -79.97742151696745 26.73081147050625, -79.97742151696745 26.69081147050625))"
149,2017-05-17T15:08:04,POINT (-80.025204442079 26.07951542718355),"POLYGON ((-80.045204442079 26.05951542718355, -80.00520444207901 26.05951542718355, -80.00520444207901 26.09951542718355, -80.045204442079 26.09951542718355, -80.045204442079 26.05951542718355))"
150,2017-05-17T15:08:06,POINT (-80.0698384714585 25.79061676815497),"POLYGON ((-80.08983847145849 25.77061676815497, -80.0498384714585 25.77061676815497, -80.0498384714585 25.81061676815496, -80.08983847145849 25.81061676815496, -80.08983847145849 25.77061676815497))"
151,2017-05-17T15:07:28,POINT (-80.06596598539555 25.74917287502928),"POLYGON ((-80.08596598539555 25.72917287502928, -80.04596598539555 25.72917287502928, -80.04596598539555 25.76917287502928, -80.08596598539555 25.76917287502928, -80.08596598539555 25.72917287502928))"
152,2017-05-17T15:08:32,POINT (-80.0482985282334 25.84291267636234),"POLYGON ((-80.0682985282334 25.82291267636234, -80.02829852823341 25.82291267636234, -80.02829852823341 25.86291267636233, -80.0682985282334 25.86291267636233, -80.0682985282334 25.82291267636234))"
153,2017-05-17T15:07:03,POINT (-80.06134448882216 26.01630531076613),"POLYGON ((-80.08134448882215 25.99630531076613, -80.04134448882216 25.99630531076613, -80.04134448882216 26.03630531076613, -80.08134448882215 26.03630531076613, -80.08134448882215 25.99630531076613))"
154,2017-05-17T15:07:21,POINT (-80.05202914160694 26.0831069014712),"POLYGON ((-80.07202914160693 26.0631069014712, -80.03202914160694 26.0631069014712, -80.03202914160694 26.1031069014712, -80.07202914160693 26.1031069014712, -80.07202914160693 26.0631069014712))"
155,2017-05-17T15:07:20,POINT (-79.95910439893342 26.42062284215871),"POLYGON ((-79.97910439893342 26.40062284215871, -79.93910439893342 26.40062284215871, -79.93910439893342 26.44062284215871, -79.97910439893342 26.44062284215871, -79.97910439893342 26.40062284215871))"
156,2017-05-17T15:07:49,POINT (-80.05186582285553 26.33230604712034),"POLYGON ((-80.07186582285553 26.31230604712034, -80.03186582285554 26.31230604712034, -80.03186582285554 26.35230604712034, -80.07186582285553 26.35230604712034, -80.07186582285553 26.31230604712034))"
157,2017-05-17T15:07:09,POINT (-80.01681570875031 26.09191996152309),"POLYGON ((-80.03681570875031 26.07191996152309, -79.99681570875032 26.07191996152309, -79.99681570875032 26.11191996152309, -80.03681570875031 26.11191996152309, -80.03681570875031 26.07191996152309))"
158,2017-05-17T15:08:22,POINT (-80.0472334250311 26.34453436179043),"POLYGON ((-80.06723342503109 26.32453436179043, -80.0272334250311 26.32453436179043, -80.0272334250311 26.36453436179043, -80.06723342503109 26.36453436179043, -80.06723342503109 26.32453436179043))"
159,2017-05-17T15:08:59,POINT (-79.98027201414035 26.25268428042533),"POLYGON ((-80.00027201414035 26.23268428042534, -79.96027201414036 26.23268428042534, -79.96027201414036 26.27268428042533, -80.00027201414035 26.27268428042533, -80.00027201414035 26.23268428042534))"
160,2017-05-17T15:08:58,POINT (-80.01417171517623 26.34386682531873),"POLYGON ((-80.03417171517623 26.32386682531873, -79.99417171517624 26.32386682531873, -79.99417171517624 26.36386682531873, -80.03417171517623 26.36386682531873, -80.03417171517623 26.32386682531873))"
161,2017-05-17T15:08:31,POINT (-79.94428896068264 26.41971890414925),"POLYGON ((-79.96428896068264 26.39971890414925, -79.92428896068265 26.39971890414925, -79.92428896068265 26.43971890414925, -79.96428896068264 26.43971890414925, -79.96428896068264 26.39971890414925))"
162,2017-05-17T15:07:43,POINT (-80.03186521191452 26.0100943890663),"POLYGON ((-80.05186521191452 25.9900943890663, -80.01186521191453 25.9900943890663, -80.01186521191453 26.0300943890663, -80.05186521191452 26.0300943890663, -80.05186521191452 25.9900943890663))"
163,2017-05-17T15:08:12,POINT (-80.07181000730945 26.14027947583443),"POLYGON ((-80.09181000730945 26.12027947583443, -80.05181000730946 26.12027947583443, -80.05181000730946 26.16027947583443, -80.09181000730945 26.16027947583443, -80.09181000730945 26.12027947583443))"
164,2017-05-17T15:08:31,POINT (-80.05462083955435 26.07420235782841),"POLYGON ((-80.07462083955434 26.05420235782841, -80.03462083955435 26.05420235782841, -80.03462083955435 26.09420235782841, -80.07462083955434 26.09420235782841, -80.07462083955434 26.05420235782841))"
165,2017-05-17T15:08:12,POINT (-80.04327994003737 26.01175890355959),"POLYGON ((-80.06327994003736 25.99175890355959, -80.02327994003737 25.99175890355959, -80.02327994003737 26.03175890355959, -80.06327994003736 26.03175890355959, -80.06327994003736 25.99175890355959))"
166,2017-05-17T15:07:48,POINT (-80.02274966149756 26.34865847990338),"POLYGON ((-80.04274966149755 26.32865847990339, -80.00274966149756 26.32865847990339, -80.00274966149756 26.36865847990338, -80.04274966149755 26.36865847990338, -80.04274966149755 26.32865847990339))"
